Word,Inverted List
empacotador,{(78 1)}
supermercado,{(78 1)}
largo,{(78 1)}
descendo,{(78 1)}
viajar,{(109 1) (78 1)}
descubro,{(78 1)}
torturas,{(80 2) (103 1)}
assassinatos,{(80 1)}
manual,{(80 1)}
torturar,{(80 1) (99 1)}
extrair,{(80 1)}
confissões,{(80 1)}
choques,{(80 1) (99 1)}
afogamentos,{(80 1)}
sufocamentos,{(80 1)}
prosperavam,{(80 1)}
ocorria,{(80 1) (85 1) (131 1)}
porões,{(80 1) (103 1)}
restrições,{(80 1)}
reduziram,{(80 1) (131 1) (88 1)}
cidadã,{(80 1)}
esfera,{(80 1) (129 3)}
empobreceram,{(80 1)}
circulação,{(80 1)}
diretor-executivo,{(80 1)}
atila,{(80 1)}
roque,{(80 1)}
prosperaram,{(80 1)}
exatos,{(80 1)}
perpetraram,{(80 1)}
–tortura,{(80 1)}
estupro,{(80 1) (89 1)}
desaparecimento–,{(80 1)}
vitimaram,{(80 1)}
implantaram,{(80 1)}
clima,{(80 1)}
profundamente,{(80 1)}
convive,{(80 1) (115 1)}
legado,{(80 1) (88 1)}
impunidade,{(80 1) (100 1)}
esferas,{(80 1) (131 2) (129 1)}
execuções,{(80 1)}
enfrentamos,{(80 1)}
complementa,{(80 1)}
conhecidas,{(80 1)}
artística,{(80 1) (119 1)}
controlou,{(80 1)}
pulso,{(80 2)}
firme,{(80 1)}
fiscalizava,{(80 1)}
enviava,{(80 1)}
burlassem,{(80 1)}
seguissem,{(80 1)}
ousassem,{(80 1)}
sofriam,{(80 1)}
retaliação,{(80 1)}
–cunhou-se,{(80 1)}
ame-o,{(80 1)}
deixe-o,{(80 1)}
raras,{(80 1)}
viveram,{(80 1) (97 1)}
alagoas,{(80 1) (131 2) (80 3) (112 1)}
manchetes,{(80 1) (100 1)}
maceió,{(80 1)}
ratos,{(80 1)}
invadem,{(80 1)}
pajuçara,{(80 1)}
telefonaram,{(80 1)}
pedro,{(80 1)}
engolir,{(80 1)}
joaquim,{(80 1)}
iremar,{(80 1)}
citando,{(80 1) (130 1) (119 1)}
redações,{(80 1)}
visitadas,{(80 1)}
cercear,{(80 1)}
1967,{(80 1)}
multas,{(80 1)}
pesadas,{(80 1) (131 1)}
sofreram,{(80 1) (89 4)}
processado,{(80 1)}
1999,{(80 1)}
fulano,{(80 1)}
beltrano,{(80 1)}
punir,{(80 1)}
mensageiro,{(80 1)}
blogueiro,{(93 1) (80 2)}
uol,{(80 2)}
mário,{(97 2) (80 2)}
integrar,{(80 1)}
opuseram,{(80 1)}
ribeirinhos,{(80 1)}
índios,{(88 1) (89 1) (80 2)}
duramente,{(80 2)}
reprimidos,{(80 1)}
paraense,{(80 1)}
helena,{(80 1)}
palmquist,{(80 1)}
ocupada,{(80 1)}
usinas,{(80 2)}
balbina,{(80 1)}
impactos,{(80 1) (84 1)}
previamente,{(80 1) (124 1)}
analisados,{(80 1) (116 1) (129 1)}
alagadas,{(80 1)}
indenizados,{(80 1)}
sangrenta,{(80 1) (109 1)}
panarás,{(80 1)}
conhecidos,{(80 1) (112 1)}
perderam,{(80 1)}
br-163,{(80 1)}
–que,{(80 2)}
cuiabá,{(80 1)}
santarém,{(80 1)}
waimiri-atroaris,{(80 1)}
amazonas,{(80 1) (120 1)}
assassinados,{(80 1) (89 1)}
br-174,{(80 1)}
aldeias,{(80 1)}
desapareceram,{(80 1)}
relatos,{(80 1)}
bombardeada,{(80 1)}
gás,{(80 1) (85 1)}
letal,{(80 1)}
outorgados,{(80 1)}
1965,{(80 1)}
multipartidarismo,{(80 1)}
autorizou,{(80 1)}
governistas,{(80 1) (97 1)}
existiam,{(80 1) (80 2)}
siglas,{(80 1)}
aglutinadas,{(80 1)}
bloco,{(80 1) (131 1)}
fragilizou,{(80 1)}
camisa-de-força,{(80 1)}
inibiu,{(80 1)}
proibiu,{(80 1)}
dificultou,{(80 1)}
político-partidária,{(80 1)}
acomodada,{(80 1)}
conviver,{(80 1)}
contradições,{(80 1)}
michael,{(80 1)}
zaidan,{(80 2)}
representações,{(80 1) (87 1)}
controladas,{(80 1)}
sindicatos,{(131 1) (80 4)}
trabalhistas,{(80 1) (125 1)}
cumpridas,{(80 1)}
reajustes,{(80 1)}
judicializem,{(80 1)}
intervenham,{(80 1)}
patrões,{(80 1) (127 1)}
respeitem,{(80 1)}
reprimidas,{(80 1)}
compostos,{(80 1) (131 1)}
restrita,{(80 1)}
inamps,{(80 1)}
hospitais,{(110 4) (80 3)}
exclusivo,{(80 1) (112 1)}
formais,{(80 1) (136 1)}
cardiologista,{(80 1)}
atuou,{(80 1) (85 1)}
clínicas,{(80 1)}
privadas,{(80 1)}
adotado,{(80 2)}
sus,{(80 1) (110 3)}
1976,{(80 1)}
98,{(80 1)}
internações,{(80 1) (110 1)}
privados,{(80 1) (110 1)}
hospitalar,{(80 1) (124 1)}
primária,{(80 1)}
relegada,{(80 1)}
saneamento,{(80 1)}
básico,{(80 1) (88 1) (81 1)}
chegava,{(80 1)}
poucas,{(80 1) (97 1)}
localidades,{(80 1)}
infectocontagiosas,{(80 1)}
tuberculose,{(80 1)}
fonte,{(80 1)}
médicos,{(80 1) (124 1)}
geografia,{(80 1)}
estatísticas,{(80 1)}
1965/1970,{(80 1)}
reduz-se,{(80 1)}
significativamente,{(80 1)}
mortalidade,{(80 2)}
refletindo,{(80 1)}
vivenciada,{(80 1)}
intensas,{(80 1)}
engessamento,{(80 1)}
currículo,{(80 1)}
sintetiza,{(80 1)}
historiador,{(80 2)}
sávio,{(80 1)}
almeida,{(80 1) (104 2)}
disciplinas,{(80 1) (131 1) (87 1)}
filosofia,{(80 1) (99 1) (112 1)}
sociologia,{(80 1) (137 1)}
ospb,{(80 1)}
transmissão,{(80 1)}
autoritário,{(80 1) (89 1)}
exaltando,{(80 1)}
civismo,{(80 1)}
privilegiando,{(80 1)}
factuais,{(80 1)}
cívica,{(80 1)}
aposta,{(80 1) (84 1)}
mobral,{(80 2)}
elaborado,{(80 1) (126 1)}
educador,{(80 1)}
erradicar,{(80 1)}
analfabetismo,{(80 1)}
considerado,{(80 1) (91 1) (92 1) (126 4) (131 1) (129 1) (133 1)}
subversivo,{(80 1)}
exilado,{(80 1)}
mapa,{(80 1)}
retumbante,{(80 1)}
urbanos,{(80 1)}
introdução,{(80 1) (136 1)}
aglomeração,{(80 1)}
dispersar,{(80 1)}
vice-reitor,{(80 1)}
fejal,{(80 1)}
jayme,{(80 1)}
altavila,{(80 1)}
douglas,{(80 1)}
apratto,{(80 1)}
atuando,{(80 1) (131 2)}
controlar,{(80 1) (88 1)}
denunciando,{(80 1)}
fiscalizatórios,{(80 2)}
dissolução,{(80 1)}
analisadas,{(80 1)}
publicidade,{(80 2)}
antídoto,{(80 1)}
acobertados,{(80 1)}
baionetas,{(80 1)}
márlon,{(80 1)}
reis,{(80 1) (121 1) (80 2)}
existem,{(80 1) (101 1) (88 1) (98 1)}
órgãos,{(80 1) (126 1) (110 1) (119 1) (131 1)}
livres,{(80 1) (131 1) (129 1)}
porte,{(80 1)}
mantidos,{(80 1)}
faraônicas,{(80 1) (89 1)}
transamazônica,{(80 1) (89 1)}
ferrovia,{(80 1)}
aço,{(80 1)}
saberemos,{(80 1)}
desviado,{(80 1)}
escopo,{(80 1)}
econômicos,{(80 1) (110 1)}
particulares,{(80 1)}
consolidação,{(80 1) (125 1) (123 1)}
cícero,{(80 2)}
péricles,{(80 2) (80 4)}
adotadas,{(80 1)}
terminada,{(80 1)}
mantinha,{(80 1) (120 1)}
piores,{(80 1)}
indicadores,{(80 1) (131 1)}
nascer,{(80 1)}
43,{(80 1) (86 1) (137 1)}
53,{(80 1)}
colateral,{(80 1)}
migração,{(80 2)}
desregulada,{(80 1)}
urbano-industrial,{(80 1)}
reduziu,{(80 1)}
determinantes,{(80 1)}
relegado,{(80 1)}
urbanas,{(80 1)}
saltaram,{(80 1)}
industrial,{(80 1) (112 1)}
58,{(80 1) (99 1)}
diminuir,{(80 1) (94 1)}
reduziu-se,{(80 1)}
1960,{(80 4)}
dividi-lo,{(80 1)}
frase,{(80 1) (88 3)}
delfim,{(80 1)}
netto,{(80 1)}
lembradas,{(80 1)}
milagre,{(80 3) (89 1)}
fatias,{(80 1)}
estratos,{(80 1)}
51,{(80 1) (86 1) (81 1)}
1980,{(80 1) (99 2) (121 1) (105 1)}
decaíram,{(80 1)}
topo,{(80 1)}
1973,{(80 1)}
recuperando,{(80 1)}
1960–,{(80 1)}
1974,{(80 1)}
pleno,{(80 1) (112 1) (129 1)}
altas,{(80 1)}
taxas,{(80 1)}
significavam,{(80 1)}
altos,{(80 1)}
duráveis,{(80 1)}
assalariados,{(80 1)}
informais,{(80 1) (116 1)}
restava,{(80 1)}
trouxe,{(80 1)}
defasagem,{(80 1)}
cívico-militar,{(80 1)}
exitosa,{(80 1)}
asfixia,{(80 2)}
leonardo,{(80 1) (137 1)}
sakamoto,{(80 1) (80 2)}
sujeitava,{(80 1)}
paralisações,{(80 1)}
reclamar,{(80 1)}
usual,{(80 1)}
minguados,{(80 1)}
atrativo,{(80 1)}
monolítico,{(80 1)}
questionamentos,{(80 1) (88 1) (137 1)}
atraentes,{(80 1)}
investidores,{(80 1)}
chinês,{(80 1)}
acelerado,{(80 1)}
suposta,{(131 2) (84 1) (81 1) (97 1)}
ideologização,{(81 1)}
paroxismo,{(81 1)}
tragicômica,{(81 1)}
astrólogo,{(81 1)}
olavo,{(93 1) (92 1) (81 1) (115 3)}
carvalo,{(81 1)}
desastre,{(125 2) (81 1)}
perceptível,{(81 1)}
transações,{(99 1) (81 1)}
caudatários,{(81 1)}
empenhado,{(123 1) (81 1)}
contenciosos,{(81 1)}
asiático,{(81 1)}
concorrente,{(81 1)}
soja,{(81 1)}
chineses,{(81 2)}
agradecem,{(81 1)}
penhorados,{(81 1)}
ficarmos,{(81 1)}
reféns,{(81 1)}
acertarem,{(81 1)}
abrimos,{(81 1)}
vantagem,{(99 1) (81 1)}
autônomas,{(81 1)}
desnecessária,{(126 1) (81 1)}
inócuo,{(81 1)}
escritório,{(81 1) (130 1)}
provocou,{(86 1) (81 1) (90 1)}
palestinos,{(81 1)}
provocará,{(81 1)}
sucessão,{(81 1)}
importaram,{(81 1)}
importação,{(81 1)}
exportamos,{(81 1)}
36,{(86 1) (81 1)}
321,{(81 1)}
déficit,{(81 1)}
importações,{(81 1)}
exportações,{(81 1)}
categoria,{(108 1) (81 1) (119 1)}
abatidos,{(81 1)}
tradições,{(81 1)}
fornecedor,{(81 1)}
proteína,{(81 1)}
perderemos,{(81 1)}
competidores,{(81 1)}
estruturar,{(81 1)}
irem,{(81 1)}
austrália,{(81 1)}
competidora,{(81 1)}
direta,{(88 1) (81 1) (97 1) (129 1)}
programas,{(116 1) (88 2) (86 1) (84 1) (81 1) (114 1) (95 1)}
certificação,{(81 1)}
carnes,{(81 1)}
europeia,{(84 1) (81 1)}
duvide,{(81 1)}
coloquem,{(81 1)}
calçado,{(81 1)}
quente,{(133 1) (81 1)}
silas,{(81 1)}
malafaia,{(81 1)}
desdenha,{(81 1)}
hana,{(82 5)}
brigar,{(82 1)}
feio,{(101 1) (82 1) (98 1)}
bbb,{(91 1) (113 1) (82 1)}
contrariada,{(82 1)}
blogueirinha,{(82 2)}
calada,{(82 1)}
acusações,{(136 1) (93 1) (82 1)}
cérebro,{(82 1)}
indicar,{(99 1) (82 1)}
retrucou,{(82 1)}
moça,{(82 1)}
linda,{(101 1) (82 1)}
péssima,{(104 1) (82 2)}
visivelmente,{(131 1) (82 1) (119 1)}
revoltada,{(82 1)}
ex-participante,{(82 1)}
eliminei,{(82 1)}
indiquei,{(82 1)}
devolveu,{(82 1)}
vivian,{(82 1)}
amorim,{(82 1)}
pegando,{(82 1)}
corda,{(82 1)}
fomenta,{(83 1)}
interna,{(83 1)}
psiquiátrica,{(83 1) (110 2)}
olavista,{(83 1) (119 1)}
dificilmente,{(84 1)}
conseguirão,{(84 1)}
precisarão,{(84 1)}
instituiu,{(84 1) (130 1)}
modalidades,{(84 1)}
temporário,{(88 1) (84 1)}
intermitente,{(84 1)}
arriscada,{(84 1)}
fagnani,{(84 1) (84 3)}
unicamp,{(84 1)}
cabanas,{(84 1)}
segmento,{(91 1) (84 1)}
restará,{(84 1)}
bcp,{(84 3)}
passaríamos,{(84 1)}
mero,{(84 1) (129 1)}
restrito,{(88 1) (94 1) (84 1)}
preveja,{(84 1)}
obscuro,{(109 1) (84 1)}
inverso,{(84 1)}
pretendido,{(84 1)}
intergeracional,{(84 1)}
inspiração,{(84 1)}
garante,{(131 1) (84 1)}
88,{(84 1)}
define,{(123 1) (84 1)}
subir,{(84 1)}
sobrevida,{(84 1)}
reajuste,{(84 1)}
impedirá,{(84 1)}
garantirá,{(84 1)}
chave,{(84 1)}
destravar,{(84 1)}
contesta,{(84 1)}
perdas,{(84 1)}
desonerações,{(84 1)}
sonegação,{(84 1)}
somam,{(84 1)}
economizaria,{(84 1)}
bi,{(84 4)}
isenções,{(84 1)}
pagam,{(84 1)}
indaga,{(84 1)}
sonegações,{(84 1)}
500,{(85 2) (84 1) (137 1) (101 2)}
anuais,{(84 1)}
combatidas,{(84 1)}
sistemas,{(84 1)}
informatizados,{(84 1)}
premiam,{(84 1)}
empregas,{(84 1)}
sonegadores,{(84 1)}
seguidos,{(84 1)}
refinanciamento,{(84 1)}
somaria,{(84 1)}
equivaleria,{(84 1)}
alegada,{(84 1)}
provoca,{(84 1) (137 1)}
radial,{(85 1)}
leste,{(96 1) (85 1)}
metrô,{(85 1)}
bresser,{(85 1)}
barracos,{(85 2)}
reintegração,{(85 2)}
forçada,{(85 1)}
gabriella,{(85 1)}
pavlópoulos,{(85 1)}
spaolonzi,{(85 1)}
ocupavam,{(85 1)}
deixassem,{(85 1)}
casas,{(85 1) (116 1)}
passava,{(85 1)}
apreensão,{(85 1)}
desocupação,{(85 1)}
relatado,{(85 1)}
ponte,{(85 1) (119 1)}
aumentaram,{(88 1) (85 1)}
circulou,{(85 1)}
avisando,{(85 1)}
haveria,{(85 1) (126 1)}
fogo,{(85 1) (93 1)}
criminosa,{(85 1)}
atuaria,{(85 1)}
retratada,{(85 1) (105 1)}
limpam,{(85 1)}
conrado,{(85 1)}
ferrato,{(85 1)}
epidemia,{(85 1) (103 1)}
especulação,{(85 1)}
imobiliária,{(85 1)}
pertences,{(85 3)}
feridos,{(85 1)}
queimado,{(85 1)}
salvalus,{(85 1)}
mooca,{(85 1)}
20:31,{(85 1)}
afetados,{(85 1)}
queimaduras,{(85 1)}
relataram,{(85 1) (93 1)}
chamas,{(85 2)}
usaram,{(85 1)}
lacrimogênio,{(85 1)}
borracha,{(85 1)}
dispersão,{(85 1)}
tática,{(85 1) (133 1)}
encurralaram,{(85 1)}
agrediram,{(85 1)}
madeira,{(85 1)}
abrigavam,{(85 1)}
deficientes,{(85 1)}
físicos,{(85 1)}
grávidas,{(85 1)}
padre,{(85 1) (93 3)}
júlio,{(85 1)}
lancelotti,{(85 1)}
ligou,{(85 1) (124 1)}
castro,{(85 1) (99 1)}
compareceu,{(85 1)}
caminhões,{(85 1)}
vazios,{(85 1)}
deposito,{(85 1)}
17h,{(85 1)}
centenas,{(85 1) (131 1) (89 1)}
assistentes,{(85 1)}
prefeitura,{(85 2)}
contigente,{(85 1)}
ninja,{(85 1)}
retiravam,{(85 1)}
demoliam,{(85 1)}
restos,{(85 1)}
barracões,{(85 1)}
vinícius,{(86 1) (121 1)}
torres,{(86 1)}
estela,{(86 1) (121 1)}
souza,{(86 1)}
pinto,{(121 2) (86 1)}
didaticamente,{(86 1)}
quão,{(86 1)}
estapafúrdias,{(86 1)}
emaranhado,{(86 1)}
sigo,{(101 1) (86 1)}
gêmeos,{(86 1)}
amargou,{(86 1)}
gênios,{(86 1)}
faltantes,{(86 1)}
pedágio,{(86 1)}
54,{(86 1) (89 1)}
adotando,{(86 1) (110 1)}
vantajosa,{(86 1)}
2030,{(86 1)}
perfazendo,{(86 1)}
exigidos,{(86 1)}
calculando,{(86 1)}
1840,{(86 1)}
gêmeo,{(86 1)}
irá,{(109 1) (86 1) (126 1)}
aplicar,{(86 1) (101 2) (129 1)}
acumulado,{(86 1)}
receberá,{(86 1) (130 1)}
imaginada,{(86 1)}
gêmeas,{(86 1)}
ambas,{(93 1) (86 1)}
respectivamente,{(86 1)}
52,{(86 1)}
2029,{(86 1)}
59,{(86 1)}
ah,{(86 1)}
pense,{(86 1)}
guarda-livros,{(86 1)}
absurdos,{(86 1) (122 1)}
distração,{(86 1)}
computador,{(86 1)}
simular,{(86 1)}
ânsia,{(86 1)}
optaram,{(86 1)}
curta,{(86 1)}
provocaram,{(86 1)}
gritantes,{(86 1)}
senso,{(86 1) (131 1)}
vêem,{(86 1)}
cifrões,{(86 1)}
surdinhos,{(86 1)}
criamos,{(131 1) (87 1)}
totalidade,{(87 1)}
cumprimento,{(101 1) (87 1)}
meta,{(87 1)}
pne,{(87 2)}
alfabetizar,{(87 1)}
máximo,{(87 1)}
incluía,{(87 1)}
alfabetizadores,{(87 1)}
estruturado,{(87 1)}
interessadas,{(87 1)}
investimos,{(87 1)}
concessão,{(87 1)}
bolsas,{(87 1)}
uab,{(87 1)}
constituída,{(87 1)}
matriculou,{(87 1)}
básica,{(130 1) (87 1)}
edital,{(87 1)}
facilitado,{(87 1)}
ociosas,{(87 1)}
concursados,{(87 1)}
completarem,{(87 1)}
lecionavam,{(87 1)}
instituímos,{(87 1)}
universal,{(129 1) (130 1) (87 1)}
permite,{(130 1) (122 1) (106 1) (87 1)}
avanços,{(87 1)}
alfabetizadas,{(87 1)}
vigentes,{(131 1) (87 1)}
autoritária,{(106 1) (87 2)}
frustrada,{(115 1) (87 1)}
obrigar,{(87 1)}
filmadas,{(87 1)}
assegura,{(106 1) (87 2)}
seculares,{(87 1)}
reconhecidos,{(87 1)}
internacionalmente,{(106 1) (87 1)}
bases,{(103 1) (87 1)}
ldb,{(131 2) (87 1)}
curriculares,{(131 1) (87 1)}
recém,{(87 1)}
bncc,{(87 1)}
didático,{(106 1) (87 1)}
exceção,{(108 1) (87 1)}
respeitam,{(87 1)}
estratégias,{(136 1) (131 1) (87 1)}
pedagógicas,{(131 1) (87 2)}
apropriadas,{(87 1)}
realidades,{(120 1) (87 1)}
necessidades,{(130 1) (87 1)}
afronta,{(87 1)}
diplomas,{(98 1) (87 1)}
elaborados,{(87 1)}
democraticamente,{(87 1)}
atentos,{(87 1)}
evolução,{(110 1) (87 1)}
oferecer,{(87 1)}
tecnológicos,{(87 1)}
modernos,{(87 1)}
concreta,{(126 1) (87 1)}
definições,{(87 1)}
optam,{(87 1)}
construtivista,{(87 1)}
ignora,{(87 2)}
produzido,{(87 1)}
educadores,{(87 2)}
dão,{(133 1) (94 1) (87 1)}
repertório,{(121 1) (87 1)}
dialogar,{(100 1) (87 1)}
incalculáveis,{(87 1)}
aprimorar,{(87 1)}
inicial,{(87 1)}
respeitar,{(88 1) (101 1) (87 1)}
correntes,{(87 1)}
persistir,{(87 1)}
arbítrios,{(87 1)}
propostos,{(87 1)}
seguramente,{(87 1)}
revê-la,{(87 1)}
terminarão,{(87 1)}
mencionar,{(87 1)}
inciativa,{(87 1)}
abuso,{(93 2) (87 1)}
fera,{(87 1)}
científica,{(106 2) (87 1)}
grosseira,{(87 1)}
banco,{(87 1)}
itens,{(87 1)}
razoável,{(87 1)}
incluídas,{(87 1)}
especializadas,{(87 1)}
adequada,{(131 1) (87 1)}
elaboração,{(87 1)}
ancorado,{(87 1)}
teoria,{(87 1)}
tri,{(87 1)}
logística,{(87 1)}
complexa,{(87 1)}
planejamento,{(109 1) (87 1)}
estratégico,{(87 1)}
módulos,{(87 1)}
submeter,{(87 1)}
injustificável,{(87 1)}
comprometer,{(87 1)}
servidores,{(87 1)}
competentes,{(87 1)}
altíssima,{(87 1)}
mostraram,{(87 1)}
concepção,{(129 1) (87 1)}
divulgação,{(133 1) (131 1) (87 1)}
obscurantismo,{(119 1) (87 1)}
incompatível,{(87 1)}
montar,{(87 1)}
tecnicamente,{(87 1)}
consistente,{(125 1) (91 1) (87 1)}
sobrenome,{(88 1) (137 1) (111 1)}
intimamente,{(88 1)}
ligado,{(88 1) (131 1) (135 1)}
brasilidade,{(88 1)}
polarização,{(88 2)}
narrativas,{(88 1)}
caymmis,{(88 1)}
gráfico,{(88 2)}
gabriel,{(88 3)}
pintor,{(88 1)}
dura,{(88 1) (109 1)}
tia,{(120 5) (88 4)}
danilo,{(88 1) (95 1)}
compositora,{(88 2)}
coragem,{(107 2) (131 1) (88 2)}
exalta,{(88 1) (93 1) (96 1)}
relembra,{(88 1)}
atender,{(88 1)}
controlam,{(88 1)}
intenções,{(88 1)}
movimentação,{(88 1)}
felizmente,{(88 1)}
permitem,{(88 1) (106 1)}
esteira,{(88 1)}
eleger,{(88 1) (129 1)}
afetada,{(88 1)}
desgaste,{(88 1) (133 1)}
mensalão,{(88 1)}
aproveitaram,{(88 1)}
brecha,{(88 1)}
construíram,{(88 1)}
antipetismo,{(88 1)}
porta-voz,{(88 1) (93 1)}
incorreto,{(88 1)}
assassino,{(88 1)}
coronel,{(88 1)}
ustra,{(88 1) (89 1)}
concordam,{(88 1)}
excludente,{(88 1)}
repleto,{(88 1)}
alimentando,{(88 1)}
preocupantes,{(88 1) (100 1)}
parados,{(88 1)}
vagabundo,{(88 1) (104 1) (137 1)}
atingindo,{(88 1)}
esbarrar,{(88 1)}
estrago,{(88 1)}
fértil,{(88 1)}
souberam,{(88 1)}
conservadores,{(88 2)}
crescendo,{(88 1) (91 2)}
estimularam,{(88 1)}
comedores,{(88 1)}
criancinhas,{(88 1)}
cristão,{(88 1)}
imaculado,{(88 1)}
tentador,{(88 1)}
códigos,{(88 1)}
éticos,{(88 1)}
enganoso,{(88 1)}
civilizatórios,{(88 1)}
camisetas,{(88 3)}
seleção,{(89 2) (88 2) (106 1)}
inspirado,{(88 1)}
camiseta,{(96 1) (88 2)}
marighella,{(88 1) (89 1)}
admirei,{(88 1)}
baiano,{(88 1) (88 2)}
imigrante,{(88 1)}
li,{(88 1)}
mario,{(88 1)}
guerrilheiro,{(88 1) (99 1)}
descobri,{(88 1)}
morar,{(88 1)}
clandestinidade,{(88 1)}
imitando,{(88 1)}
rosto,{(88 1)}
traje,{(88 1)}
coxinha,{(88 1)}
definir,{(88 1) (129 1) (130 1)}
galera,{(88 1)}
saía,{(88 1)}
laboratório,{(88 1)}
encontrei,{(88 1)}
instigar,{(88 1)}
protesto,{(88 1) (121 1)}
ladrão,{(88 1)}
roubou,{(88 1)}
provocava,{(88 1)}
brinquei,{(88 1) (95 1)}
dúbia,{(88 1)}
estampa,{(88 1)}
entranhamento,{(88 1)}
surpreender,{(88 1)}
liberta,{(88 1)}
vivi,{(88 1)}
brizolista,{(88 1)}
padrasto,{(88 1)}
santeiro,{(88 1)}
cineasta,{(88 1)}
super,{(120 1) (131 1) (88 2)}
mesa,{(88 1)}
respaldo,{(88 1) (130 1)}
tortura…,{(88 1)}
expulsos,{(88 1)}
inspirei,{(88 1)}
interesso,{(88 1)}
sutileza,{(88 1)}
entrelinha,{(88 1)}
jorge,{(88 2)}
amado,{(88 2)}
melhores,{(88 2) (130 1) (94 3) (100 1) (98 1)}
carybé,{(88 1)}
amizades,{(88 1)}
compôs,{(88 1)}
hino,{(88 1) (119 1)}
circulava,{(88 1)}
dialoga,{(88 1)}
oprimido,{(88 1)}
cuba,{(88 1)}
baixas,{(88 2)}
revolucionasse,{(88 1)}
sensíveis,{(88 1) (115 2)}
trouxesse,{(88 1)}
posta,{(88 1)}
herança,{(88 1) (99 1)}
escravocrata,{(88 1)}
inclinações,{(88 1)}
descendentes,{(88 1) (137 1)}
escravizadas,{(88 1)}
deixados,{(88 1)}
continuaram,{(88 1)}
escravizados,{(88 1)}
mentes,{(88 1)}
consciências,{(88 1)}
ocupe,{(88 1)}
questionar,{(88 1) (90 1)}
circular,{(88 1)}
aprendi,{(88 1)}
estudar,{(88 1)}
agitada,{(88 1)}
trilhos,{(88 1)}
sabido,{(88 1)}
apoiava,{(88 1)}
duras,{(88 1)}
temperamento,{(88 1)}
relaxa,{(88 1)}
emite,{(88 1)}
atacado,{(88 1)}
separando,{(88 1)}
pensamentos,{(88 1)}
concordar,{(88 1) (92 1)}
escuta,{(88 1)}
pejorativa,{(88 1)}
respeitado,{(88 1)}
resolvidas,{(88 1)}
psicólogo,{(88 1)}
misturadas,{(88 1)}
saudade,{(88 1)}
2006,{(88 1) (93 1)}
prêmio,{(88 1) (119 5) (119 1)}
acompanhei,{(88 1)}
saídas,{(88 1) (126 1)}
hotel,{(88 1) (121 1)}
senhor,{(88 1) (109 1)}
bonfim,{(88 1)}
rever,{(88 1) (101 2) (137 1)}
infeliz,{(88 1)}
falado,{(88 1)}
afeta,{(88 1) (131 1)}
amou,{(88 2)}
aprendeu,{(88 1) (137 1) (105 1)}
morou,{(88 1)}
fragmentos,{(88 1)}
cedo,{(88 1)}
desenvolver,{(88 1)}
aconteciam,{(88 1)}
religiões,{(88 1) (131 2)}
afro-brasileiras,{(88 1)}
votei,{(88 1)}
mexer,{(88 1)}
urgente,{(88 1) (112 1) (103 1)}
exterior,{(88 1) (120 1) (130 1)}
chefe-de-estado,{(88 1)}
concurseiros,{(88 1)}
desenvolvendo,{(88 1)}
empregada,{(88 1)}
puderam,{(88 1)}
mexeu,{(88 1)}
coletivos,{(89 1)}
torcidas,{(89 2)}
manifestar,{(89 1) (97 1)}
comemorem,{(89 1) (103 1)}
legítimo,{(89 1)}
pós-verdade,{(89 1)}
difundir,{(89 1)}
salvaram,{(89 1)}
extinta,{(89 1)}
coleção,{(89 1)}
falsidades,{(89 1)}
propunha,{(89 1)}
tímidas,{(89 1)}
nestes,{(89 1)}
operários,{(89 1)}
camponeses,{(89 1)}
religiosos,{(89 1)}
corretos,{(89 1)}
dignos,{(89 1)}
torturados,{(89 3)}
divergir,{(89 1)}
farta,{(89 1)}
6591,{(89 1)}
delinquentes,{(89 1)}
sádicos,{(89 1)}
paranhos,{(89 1)}
fleury,{(89 1)}
brilhante,{(89 1)}
punitivo,{(89 1)}
vigorou,{(89 1)}
dessas,{(92 1) (89 1)}
companheiras,{(89 1)}
torturadas,{(89 1)}
bebês,{(89 1)}
adolescentes,{(89 1)}
repressores,{(89 1)}
escândalos,{(89 1)}
abafados,{(89 1)}
desviava-se,{(89 1)}
capemi,{(89 1)}
lutfalla,{(89 1)}
coroa-brastel,{(89 1)}
fugaz,{(89 1)}
duradouro,{(89 1)}
marcado,{(101 1) (126 1) (89 1)}
êxodo,{(89 1)}
multiplicação,{(89 1)}
inchaço,{(89 1)}
daquelas,{(89 1) (135 1)}
golpistas,{(89 1)}
geraram,{(89 1)}
atraso,{(89 1)}
tecnológico,{(89 1)}
galopante,{(89 1)}
empobreceu,{(89 1)}
esporte,{(89 3)}
manipular,{(89 1)}
ufanista,{(89 1)}
médici,{(89 1) (103 1)}
aproveitou,{(89 1)}
conquista,{(89 1)}
reprimir,{(89 1)}
escalação,{(89 1)}
sofria,{(89 1)}
ingerências,{(89 1)}
fardado,{(89 1)}
educativo,{(89 1)}
socialização,{(89 1)}
tremendamente,{(89 1)}
infame,{(89 1)}
instituído,{(89 1)}
helenira,{(89 1)}
rezende,{(89 1)}
soares,{(89 1) (119 2)}
basquete,{(89 1)}
remadores,{(89 1)}
huberto,{(89 1)}
bronca,{(89 1)}
eremias,{(89 1)}
delizoicov,{(89 1)}
boxeador,{(89 1)}
osvaldo,{(89 1)}
orlando,{(89 1)}
osvaldão,{(89 1)}
saldanha,{(89 1)}
sabotados,{(89 1)}
zico,{(89 1)}
sócrates,{(89 1)}
afonsinho,{(89 1)}
reinaldo,{(89 1)}
